SKU,Material Name,Constituent,CAS,Percentage
6GK09255,Lilac Fleuressence from PerfumersWorld,DAMASCENONE BETA,59739-63-8,0
6GK09255,Lilac Fleuressence from PerfumersWorld,LILIAL,80-54-6,1.49
6GK09255,Lilac Fleuressence from PerfumersWorld,EUGENOL,97-53-0,0.41
6GK09255,Lilac Fleuressence from PerfumersWorld,ISOEUGENOL,97-54-1,0.3
6GK18228,LILAC F-TEC from PerfumersWorld,HEXYL CINNAMIC ALDEHYDE,101-86-0,5.46
6GK18228,LILAC F-TEC from PerfumersWorld,CYCLAMEN ALDEHYDE,103-95-7,0.19
6GK18228,LILAC F-TEC from PerfumersWorld,CINNAMIC ALCOHOL,104-54-1,3.97
6GK18228,LILAC F-TEC from PerfumersWorld,EXALTOLIDE,0106-02-05,0.02
6GK18228,LILAC F-TEC from PerfumersWorld,CITRONELLOL,106-22-9,0.4
6GK18228,LILAC F-TEC from PerfumersWorld,CITRONELLAL,106-23-0,0.01
6GK18228,LILAC F-TEC from PerfumersWorld,GERANIOL,106-24-1,0.15
6GK18228,LILAC F-TEC from PerfumersWorld,HYDROXYCITRONELLAL,107-75-5,8.36
6GK18228,LILAC F-TEC from PerfumersWorld,METHYL OCTINE CARBONATE,111-80-8,0.02
6GK18228,LILAC F-TEC from PerfumersWorld,HELIONAL,1205-17-0,0.62
6GK18228,LILAC F-TEC from PerfumersWorld,ANIS ALDEHYDE,0123-11-5,1.49
6GK18228,LILAC F-TEC from PerfumersWorld,BOURGEONAL,18127-01-0,0.09
6GK18228,LILAC F-TEC from PerfumersWorld,"DAMASCONE, BETA",23696-85-7,0
6GK18228,LILAC F-TEC from PerfumersWorld,2-METHOXY-4-PROPYLPHENOL,2785-87-7,0
6GK18228,LILAC F-TEC from PerfumersWorld,CASHMERAN,33704-61-9,0.02
6GK18228,LILAC F-TEC from PerfumersWorld,CITRALVA,5146-66-7,0.01
6GK18228,LILAC F-TEC from PerfumersWorld,RASPBERRY KETONE,5471-51-2,0.2
6GK18228,LILAC F-TEC from PerfumersWorld,LINALOOL,78-70-6,0.5
6GK18228,LILAC F-TEC from PerfumersWorld,EUGENOL,97-53-0,0.41
6GK18228,LILAC F-TEC from PerfumersWorld,ISOEUGENOL,97-54-1,0.3
6GL10383,Naturelle Fleuressence from PerfumersWorld,BENZYL ALCOHOL,100-51-6,0
6GL10383,Naturelle Fleuressence from PerfumersWorld,HEXYL CINNAMIC ALDEHYDE,101-86-0,0.02
6GL10383,Naturelle Fleuressence from PerfumersWorld,CYCLAMEN ALDEHYDE,103-95-7,1
6GL10383,Naturelle Fleuressence from PerfumersWorld,EXALTOLIDE,0106-02-05,24.2
6GL10383,Naturelle Fleuressence from PerfumersWorld,CITRONELLOL,106-22-9,0.18
6GL10383,Naturelle Fleuressence from PerfumersWorld,GERANIOL,106-24-1,0.26
6GL10383,Naturelle Fleuressence from PerfumersWorld,HYDROXYCITRONELLAL,107-75-5,6
6GL10383,Naturelle Fleuressence from PerfumersWorld,METHYL OCTINE CARBONATE,111-80-8,0.06
6GL10383,Naturelle Fleuressence from PerfumersWorld,BENZYL BENZOATE,120-51-4,0
6GL10383,Naturelle Fleuressence from PerfumersWorld,HELIONAL,1205-17-0,20
6GL10383,Naturelle Fleuressence from PerfumersWorld,"METHYL IONONE, ALPHA-ISO",127-51-5,1
6GL10383,Naturelle Fleuressence from PerfumersWorld,LYRAL,,20
6GL10383,Naturelle Fleuressence from PerfumersWorld,LYRAL,,0.04
6GL10383,Naturelle Fleuressence from PerfumersWorld,"DAMASCONE, ALPHA",43052-87-5,0.04
6GL10383,Naturelle Fleuressence from PerfumersWorld,CITRAL,5392-40-5,0.01
6GL10383,Naturelle Fleuressence from PerfumersWorld,D-LIMONENE,5989-27-5,0
6GL10383,Naturelle Fleuressence from PerfumersWorld,TRIPLAL,68039-49-6,0.04
6GL10383,Naturelle Fleuressence from PerfumersWorld,LINALOOL,78-70-6,3
6GL10383,Naturelle Fleuressence from PerfumersWorld,EUGENOL,97-53-0,0
6GL18214,NATURELLE F-TEC from PerfumersWorld,BENZYL ALCOHOL,100-51-6,0
6GL18214,NATURELLE F-TEC from PerfumersWorld,HEXYL CINNAMIC ALDEHYDE,101-86-0,2.15
6GL18214,NATURELLE F-TEC from PerfumersWorld,CYCLAMEN ALDEHYDE,103-95-7,0.81
6GL18214,NATURELLE F-TEC from PerfumersWorld,EXALTOLIDE,0106-02-05,10.3
6GL18214,NATURELLE F-TEC from PerfumersWorld,CITRONELLOL,106-22-9,1.9
6GL18214,NATURELLE F-TEC from PerfumersWorld,CITRONELLAL,106-23-0,0.02
6GL18214,NATURELLE F-TEC from PerfumersWorld,GERANIOL,106-24-1,0.92
6GL18214,NATURELLE F-TEC from PerfumersWorld,HYDROXYCITRONELLAL,107-75-5,1.79
6GL18214,NATURELLE F-TEC from PerfumersWorld,METHYL OCTINE CARBONATE,111-80-8,0.04
6GL18214,NATURELLE F-TEC from PerfumersWorld,BENZYL BENZOATE,120-51-4,0
6GL18214,NATURELLE F-TEC from PerfumersWorld,HELIONAL,1205-17-0,22.02
6GL18214,NATURELLE F-TEC from PerfumersWorld,"METHYL IONONE, ALPHA-ISO",127-51-5,1.09
6GL18214,NATURELLE F-TEC from PerfumersWorld,BOURGEONAL,18127-01-0,0.38
6GL18214,NATURELLE F-TEC from PerfumersWorld,"DAMASCONE, ALPHA",43052-87-5,0.04
6GL18214,NATURELLE F-TEC from PerfumersWorld,CITRAL,5392-40-5,0.01
6GL18214,NATURELLE F-TEC from PerfumersWorld,RASPBERRY KETONE,5471-51-2,0.04
6GL18214,NATURELLE F-TEC from PerfumersWorld,D-LIMONENE,5989-27-5,0
6GL18214,NATURELLE F-TEC from PerfumersWorld,TRIPLAL,68039-49-6,0.04
6GL18214,NATURELLE F-TEC from PerfumersWorld,LINALOOL,78-70-6,5.39
6GL18214,NATURELLE F-TEC from PerfumersWorld,EUGENOL,97-53-0,0
6GM12399,Clear Green Blender Fleuressence from PerfumersWorld,CYCLAMEN ALDEHYDE,103-95-7,2.97
6GM12399,Clear Green Blender Fleuressence from PerfumersWorld,EXALTOLIDE,0106-02-05,2.97
6GM12399,Clear Green Blender Fleuressence from PerfumersWorld,HELIONAL,1205-17-0,32.67
6GM12399,Clear Green Blender Fleuressence from PerfumersWorld,LYRAL,,14.85
6GM18236,CLEAR GREEN F-TEC from PerfumersWorld,HEXYL CINNAMIC ALDEHYDE,101-86-0,1.47
6GM18236,CLEAR GREEN F-TEC from PerfumersWorld,CYCLAMEN ALDEHYDE,103-95-7,3.53
6GM18236,CLEAR GREEN F-TEC from PerfumersWorld,EXALTOLIDE,0106-02-05,2.97
6GM18236,CLEAR GREEN F-TEC from PerfumersWorld,CITRONELLOL,106-22-9,1.18
6GM18236,CLEAR GREEN F-TEC from PerfumersWorld,CITRONELLAL,106-23-0,0.01
6GM18236,CLEAR GREEN F-TEC from PerfumersWorld,GERANIOL,106-24-1,0.44
6GM18236,CLEAR GREEN F-TEC from PerfumersWorld,HYDROXYCITRONELLAL,107-75-5,1.24
6GM18236,CLEAR GREEN F-TEC from PerfumersWorld,HELIONAL,1205-17-0,33.04
6GM18236,CLEAR GREEN F-TEC from PerfumersWorld,BOURGEONAL,18127-01-0,0.26
6GM18236,CLEAR GREEN F-TEC from PerfumersWorld,LINALOOL,78-70-6,1.47
6GN09131,Hyacinth Fleuressence from PerfumersWorld,BENZYL ALCOHOL,100-51-6,0.54
6GN09131,Hyacinth Fleuressence from PerfumersWorld,BENZALDEHYDE,100-52-7,0
6GN09131,Hyacinth Fleuressence from PerfumersWorld,BENZYL CINNAMATE,103-41-3,0.05
6GN09131,Hyacinth Fleuressence from PerfumersWorld,CYCLAMEN ALDEHYDE,103-95-7,1.98
6GN09131,Hyacinth Fleuressence from PerfumersWorld,CINNAMIC ALCOHOL,104-54-1,5.03
6GN09131,Hyacinth Fleuressence from PerfumersWorld,CINNAMIC ALDEHYDE,104-55-2,0
6GN09131,Hyacinth Fleuressence from PerfumersWorld,GERANIOL,106-24-1,0
6GN09131,Hyacinth Fleuressence from PerfumersWorld,HYDROXYCITRONELLAL,107-75-5,4.95
6GN09131,Hyacinth Fleuressence from PerfumersWorld,BENZYL SALICYLATE,118-58-1,0.01
6GN09131,Hyacinth Fleuressence from PerfumersWorld,BENZYL BENZOATE,120-51-4,0.6
6GN09131,Hyacinth Fleuressence from PerfumersWorld,HELIONAL,1205-17-0,4.95
6GN09131,Hyacinth Fleuressence from PerfumersWorld,PHENYLACETALDEHYDE,122-78-1,4.95
6GN09131,Hyacinth Fleuressence from PerfumersWorld,ANIS ALDEHYDE,0123-11-5,0.13
6GN09131,Hyacinth Fleuressence from PerfumersWorld,CITRAL,5392-40-5,0
6GN09131,Hyacinth Fleuressence from PerfumersWorld,D-LIMONENE,5989-27-5,0
6GN09131,Hyacinth Fleuressence from PerfumersWorld,LINALOOL,78-70-6,9.91
6GN09131,Hyacinth Fleuressence from PerfumersWorld,EUGENOL,97-53-0,0.5
6GN18227,HYACINTH F-TEC from PerfumersWorld,BENZYL ALCOHOL,100-51-6,0.99
6GN18227,HYACINTH F-TEC from PerfumersWorld,BENZALDEHYDE,100-52-7,0
6GN18227,HYACINTH F-TEC from PerfumersWorld,BENZYL CINNAMATE,103-41-3,0
6GN18227,HYACINTH F-TEC from PerfumersWorld,CYCLAMEN ALDEHYDE,103-95-7,0.99
6GN18227,HYACINTH F-TEC from PerfumersWorld,CINNAMIC ALCOHOL,104-54-1,4.76
6GN18227,HYACINTH F-TEC from PerfumersWorld,CINNAMIC ALDEHYDE,104-55-2,0
6GN18227,HYACINTH F-TEC from PerfumersWorld,GERANIOL,106-24-1,0
6GN18227,HYACINTH F-TEC from PerfumersWorld,HYDROXYCITRONELLAL,107-75-5,4.95
6GN18227,HYACINTH F-TEC from PerfumersWorld,BENZYL SALICYLATE,118-58-1,0.01
6GN18227,HYACINTH F-TEC from PerfumersWorld,BENZYL BENZOATE,120-51-4,0.63
6GN18227,HYACINTH F-TEC from PerfumersWorld,HELIONAL,1205-17-0,4.95
6GN18227,HYACINTH F-TEC from PerfumersWorld,PHENYLACETALDEHYDE,122-78-1,4.95
6GN18227,HYACINTH F-TEC from PerfumersWorld,ANIS ALDEHYDE,0123-11-5,0.14
6GN18227,HYACINTH F-TEC from PerfumersWorld,CITRAL,5392-40-5,0
6GN18227,HYACINTH F-TEC from PerfumersWorld,D-LIMONENE,5989-27-5,0
6GN18227,HYACINTH F-TEC from PerfumersWorld,LINALOOL,78-70-6,9.91
6GN18227,HYACINTH F-TEC from PerfumersWorld,EUGENOL,97-53-0,0.5
6GQ09095,Galbanum Fleuressence from PerfumersWorld,ISOCITRAL,55722-59-3,0
6GQ09095,Galbanum Fleuressence from PerfumersWorld,D-LIMONENE,5989-27-5,0.12
6GQ18226,GALBANUM F-TEC from PerfumersWorld,PARA-CRESOL,106-44-5,0
6GQ18226,GALBANUM F-TEC from PerfumersWorld,LONGIFOLENE,475-20-7,0.11
6GQ18226,GALBANUM F-TEC from PerfumersWorld,CUMINYL ALCOHOL,536-60-7,0
6GQ18226,GALBANUM F-TEC from PerfumersWorld,ISOCITRAL,55722-59-3,0
6GQ18226,GALBANUM F-TEC from PerfumersWorld,D-LIMONENE,5989-27-5,0.19
6GQ18226,GALBANUM F-TEC from PerfumersWorld,LINALOOL,78-70-6,0
6GQ18226,GALBANUM F-TEC from PerfumersWorld,L-CARVONE,99-49-0,0
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,BENZYL ALCOHOL,100-51-6,0
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,HEXYL CINNAMIC ALDEHYDE,101-86-0,0
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,EXALTOLIDE,0106-02-05,9.5
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,CITRONELLOL,106-22-9,0.05
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,GERANIOL,106-24-1,0.07
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,HYDROXYCITRONELLAL,107-75-5,1.98
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,METHYL OCTINE CARBONATE,111-80-8,0.03
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,BENZYL BENZOATE,120-51-4,0
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,HELIONAL,1205-17-0,19.8
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,CASHMERAN,33704-61-9,1.98
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,CITRAL,5392-40-5,0
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,ISO E SUPER,54464-57-2,19.8
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,RASPBERRY KETONE,5471-51-2,0.1
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,D-LIMONENE,5989-27-5,0.01
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,LINALOOL,78-70-6,0
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,EUGENOL,97-53-0,0.3
6GW18223,NATURELLE HOMME F-TEC from PerfumersWorld,L-CARVONE,99-49-0,0
6HB09063,Rosemary Fleuressence from PerfumersWorld,GERANIOL,106-24-1,0.01
6HB09063,Rosemary Fleuressence from PerfumersWorld,PARA-CRESOL,106-44-5,0
6HB09063,Rosemary Fleuressence from PerfumersWorld,D-CARVONE,2244-16-8,0
6HB09063,Rosemary Fleuressence from PerfumersWorld,1-OCTEN-3-YL ACETATE,2442-10-06 00:00:00,0.01
6HB09063,Rosemary Fleuressence from PerfumersWorld,LONGIFOLENE,475-20-7,0.32
6HB09063,Rosemary Fleuressence from PerfumersWorld,ALPHA-BISABOLOL,515-69-5,0.01
6HB09063,Rosemary Fleuressence from PerfumersWorld,7-METHOXYCOUMARIN,531-59-9,0
6HB09063,Rosemary Fleuressence from PerfumersWorld,CUMINYL ALCOHOL,536-60-7,0
6HB09063,Rosemary Fleuressence from PerfumersWorld,ALPHA-THUJONE,546-80-5,0.06
6HB09063,Rosemary Fleuressence from PerfumersWorld,D-LIMONENE,5989-27-5,0.63
6HB09063,Rosemary Fleuressence from PerfumersWorld,ISO-NERAL,72203-97-5,0.08
6HB09063,Rosemary Fleuressence from PerfumersWorld,LINALOOL,78-70-6,3.67
6HB09063,Rosemary Fleuressence from PerfumersWorld,COUMARIN,91-64-5,0
6HB09063,Rosemary Fleuressence from PerfumersWorld,L-CARVONE,99-49-0,0.05
6HB18237,ROSEMARY F-TEC from PerfumersWorld,GERANIOL,106-24-1,0.02
6HB18237,ROSEMARY F-TEC from PerfumersWorld,PARA-CRESOL,106-44-5,0
6HB18237,ROSEMARY F-TEC from PerfumersWorld,D-CARVONE,2244-16-8,0
6HB18237,ROSEMARY F-TEC from PerfumersWorld,1-OCTEN-3-YL ACETATE,2442-10-06 00:00:00,0.01
6HB18237,ROSEMARY F-TEC from PerfumersWorld,LONGIFOLENE,475-20-7,0.45
6HB18237,ROSEMARY F-TEC from PerfumersWorld,ALPHA-BISABOLOL,515-69-5,0.01
6HB18237,ROSEMARY F-TEC from PerfumersWorld,7-METHOXYCOUMARIN,531-59-9,0
6HB18237,ROSEMARY F-TEC from PerfumersWorld,CUMINYL ALCOHOL,536-60-7,0
6HB18237,ROSEMARY F-TEC from PerfumersWorld,CITRAL,5392-40-5,0
6HB18237,ROSEMARY F-TEC from PerfumersWorld,ALPHA-THUJONE,546-80-5,0.09
6HB18237,ROSEMARY F-TEC from PerfumersWorld,D-LIMONENE,5989-27-5,0.56
6HB18237,ROSEMARY F-TEC from PerfumersWorld,ISO-NERAL,72203-97-5,0.04
6HB18237,ROSEMARY F-TEC from PerfumersWorld,LINALOOL,78-70-6,5.15
6HB18237,ROSEMARY F-TEC from PerfumersWorld,COUMARIN,91-64-5,0
6HB18237,ROSEMARY F-TEC from PerfumersWorld,L-CARVONE,99-49-0,0.03
6HE09224,Black Tea Base from PerfumersWorld,BENZYL BENZOATE,120-51-4,0.08
6HE09224,Black Tea Base from PerfumersWorld,ANIS ALDEHYDE,0123-11-5,0.04
6HE09224,Black Tea Base from PerfumersWorld,"METHYL IONONE, ALPHA-ISO",127-51-5,0.03
